4.5;0;12;40; 
4.51;0;12.00333333333333;26; 
4.52;0;12.00666666666667;19; 
4.53;0;12.01;19; 
4.54;0;12.01333333333333;17; 
4.55;0;12.01666666666667;17; 
4.56;0;12.02;14; 
4.57;0;12.02333333333333;15; 
4.58;0;12.02666666666667;15; 
4.59;0;12.03;16; 
4.6;0;12.03333333333333;15; 
4.61;0;12.03666666666667;14; 
4.62;0;12.04;14; 
4.63;0;12.04333333333333;14; 
4.64;0;12.04666666666667;15; 
4.65;0;12.05;17; 
4.66;0;12.05333333333333;14; 
4.67;0;12.05666666666667;13; 
4.68;0;12.06;24; 
4.69;0;12.06333333333333;21; 
4.7;0;12.06666666666667;21; 
4.71;0;12.07;19; 
4.72;0;12.07333333333333;21; 
4.73;0;12.07666666666667;20; 
4.74;0;12.08;22; 
4.75;0;12.08333333333333;24; 
4.76;0;12.08666666666667;24; 
4.77;0;12.09;25; 
4.78;0;12.09333333333333;29; 
4.79;0;12.09666666666667;31; 
4.8;0;12.1;39; 
4.81;0;12.10333333333333;40; 
4.82;0;12.10666666666667;15; 
4.83;0;12.11;81; 
4.84;0;12.11333333333333;54; 
4.85;0;12.11666666666667;39; 
4.86;0;12.12;43; 
4.87;0;12.12333333333333;78; 
4.88;0;12.12666666666667;22; 
4.89;0;12.13;17; 
4.9;0;12.13333333333333;15; 
4.91;0;12.13666666666667;16; 
4.92;0;12.14;20; 
4.93;0;12.14333333333333;22; 
4.94;0;12.14666666666667;51; 
4.95;0;12.15;37; 
4.96;0;12.15333333333333;71; 
4.97;0;12.15666666666667;71; 
4.98;0;12.16;25; 
4.99;0;12.16333333333333;24; 
5;0;12.16666666666667;18; 
5.01;0;12.17;18; 
5.02;0;12.17333333333333;20; 
5.03;0;12.17666666666667;20; 
5.04;0;12.18;20; 
5.05;0;12.18333333333333;17; 
5.06;0;12.18666666666667;20; 
5.07;0;12.19;24; 
5.08;0;12.19333333333333;25; 
5.09;0;12.19666666666667;21; 
5.1;0;12.2;23; 
5.11;0;12.20333333333333;26; 
5.12;0;12.20666666666667;32; 
5.13;0;12.21;37; 
5.14;0;12.21333333333333;45; 
5.15;0;12.21666666666667;34; 
5.16;0;12.22;51; 
5.17;0;12.22333333333333;0; 
5.18;0;12.22666666666667;0; 
5.19;0;12.23;0; 
5.2;0;12.23333333333333;0; 
5.21;0;12.23666666666667;0; 
5.22;0;12.24;0; 
5.23;0;12.24333333333333;0; 
5.24;0;12.24666666666667;0; 
5.25;0;12.25;0; 
5.26;0;12.25333333333333;0; 
5.27;0;12.25666666666667;0; 
5.28;0;12.26;0; 
5.29;0;12.26333333333333;0; 
5.3;0;12.26666666666667;0; 
5.31;0;12.27;0; 
5.32;0;12.27333333333333;0; 
5.33;0;12.27666666666667;0; 
5.34;0;12.28;0; 
5.35;0;12.28333333333333;0; 
5.36;0;12.28666666666667;0; 
5.37;0;12.29;0; 
5.38;0;12.29333333333333;0; 
5.39;0;12.29666666666667;0; 
5.4;0;12.3;0; 
5.41;0;12.30333333333333;0; 
5.42;0;12.30666666666667;0; 
5.43;0;12.31;0; 
5.44;0;12.31333333333333;0; 
5.45;0;12.31666666666667;0; 
5.46;0;12.32;0; 
5.47;0;12.32333333333333;0; 
5.48;0;12.32666666666667;0; 
5.49;0;12.33;0; 
5.5;0;12.33333333333333;0; 
5.51;0;12.33666666666667;0; 
5.52;0;12.34;0; 
5.53;0;12.34333333333333;0; 
5.54;0;12.34666666666667;0; 
5.55;0;12.35;0; 
5.56;0;12.35333333333333;0; 
5.57;0;12.35666666666667;0; 
5.58;0;12.36;0; 
5.59;0;12.36333333333333;0; 
5.6;0;12.36666666666667;0; 
5.61;0;12.37;0; 
5.62;0;12.37333333333333;0; 
5.63;0;12.37666666666667;0; 
5.640000000000001;0;12.38;0; 
5.65;0;12.38333333333333;0; 
5.66;0;12.38666666666667;0; 
5.67;0;12.39;0; 
5.68;0;12.39333333333333;0; 
5.69;0;12.39666666666667;0; 
5.7;0;12.4;0; 
5.71;0;12.40333333333333;0; 
5.72;0;12.40666666666667;0; 
5.73;0;12.41;0; 
5.74;0;12.41333333333333;0; 
5.75;0;12.41666666666667;0; 
5.76;0;12.42;0; 
5.77;0;12.42333333333333;0; 
5.78;0;12.42666666666667;0; 
5.79;0;12.43;0; 
5.8;0;12.43333333333333;0; 
5.81;0;12.43666666666667;0; 
5.82;0;12.44;0; 
5.83;0;12.44333333333333;0; 
5.84;0;12.44666666666667;0; 
5.85;0;12.45;0; 
